failure_datetime,date,time,hour,day_of_week,location,failure_type,weather,temperature_celsius,is_peak_hour,is_weekend,repair_time_minutes,passengers_affected,trains_affected,is_rainy,month,season
2023-04-10,2023-04-10,00:00:00,0,Monday,Covent Garden,Track Circuit,Clear,9,0,0,82,2997,6,0,4,Spring
2023-04-11,2023-04-11,00:00:00,0,Tuesday,London Bridge,Interlocking,Clear,17,0,0,53,1024,5,0,4,Spring
2023-04-12,2023-04-12,00:00:00,0,Wednesday,Piccadilly Circus,Track Circuit,Rainy,12,0,0,41,1738,4,1,4,Spring
2023-04-13,2023-04-13,00:00:00,0,Thursday,Elephant & Castle,Interlocking,Clear,12,0,0,32,1592,4,0,4,Spring
2023-04-14,2023-04-14,00:00:00,0,Friday,St Pancras,Interlocking,Rainy,12,0,0,87,1312,8,1,4,Spring
2023-04-15,2023-04-15,00:00:00,0,Saturday,King's Cross,Power Supply,Cloudy,14,0,1,75,788,8,0,4,Spring
2023-04-16,2023-04-16,00:00:00,0,Sunday,Euston,Power Supply,Clear,9,0,1,54,970,5,0,4,Spring
2023-04-17,2023-04-17,00:00:00,0,Monday,Liverpool Street,Power Supply,Snowy,14,0,0,96,3667,8,1,4,Spring
2023-04-19,2023-04-19,00:00:00,0,Wednesday,Victoria,Track Circuit,Cloudy,10,0,0,66,860,7,0,4,Spring
2023-04-20,2023-04-20,00:00:00,0,Thursday,St Pancras,Track Circuit,Clear,11,0,0,20,604,3,0,4,Spring
2023-04-21,2023-04-21,00:00:00,0,Friday,Piccadilly Circus,Interlocking,Cloudy,21,0,0,72,3115,6,0,4,Spring
2023-04-22,2023-04-22,00:00:00,0,Saturday,Angel,Track Circuit,Clear,9,0,1,92,3784,9,0,4,Spring
2023-04-23,2023-04-23,00:00:00,0,Sunday,Covent Garden,Track Circuit,Clear,15,0,1,42,948,3,0,4,Spring
2023-04-24,2023-04-24,00:00:00,0,Monday,Southwark,Interlocking,Foggy,12,0,0,39,1447,3,0,4,Spring
2023-04-25,2023-04-25,00:00:00,0,Tuesday,Holborn,Software/Electronics,Stormy,9,0,0,43,358,5,1,4,Spring
2023-04-26,2023-04-26,00:00:00,0,Wednesday,Paddington,Interlocking,Rainy,15,0,0,68,1849,6,1,4,Spring
2023-04-27,2023-04-27,00:00:00,0,Thursday,Piccadilly Circus,Power Supply,Clear,12,0,0,30,1489,5,0,4,Spring
2023-04-28,2023-04-28,00:00:00,0,Friday,King's Cross St Pancras,Track Circuit,Cloudy,13,0,0,39,967,5,0,4,Spring
2023-04-29,2023-04-29,00:00:00,0,Saturday,Vauxhall,Software/Electronics,Rainy,8,0,1,48,1148,4,1,4,Spring
2023-04-30,2023-04-30,00:00:00,0,Sunday,Covent Garden,Software/Electronics,Clear,9,0,1,31,1184,5,0,4,Spring
2023-05-01,2023-05-01,00:00:00,0,Monday,Liverpool Street,Power Supply,Rainy,5,0,0,81,2415,7,1,5,Spring
2023-05-02,2023-05-02,00:00:00,0,Tuesday,Farringdon,Interlocking,Clear,7,0,0,56,1052,5,0,5,Spring
2023-05-04,2023-05-04,00:00:00,0,Thursday,Euston,Cable/Connector,Clear,12,0,0,21,561,3,0,5,Spring
2023-05-05,2023-05-05,00:00:00,0,Friday,Paddington,Power Supply,Cloudy,11,0,0,24,999,4,0,5,Spring
2023-05-06,2023-05-06,00:00:00,0,Saturday,King's Cross St Pancras,Track Circuit,Clear,14,0,1,20,643,4,0,5,Spring
2023-05-07,2023-05-07,00:00:00,0,Sunday,St Pancras,Power Supply,Rainy,19,0,1,35,509,5,1,5,Spring
2023-05-08,2023-05-08,00:00:00,0,Monday,Liverpool Street,Interlocking,Foggy,13,0,0,23,890,4,0,5,Spring
2023-05-09,2023-05-09,00:00:00,0,Tuesday,St Pancras,Software/Electronics,Foggy,15,0,0,36,515,4,0,5,Spring
2023-05-10,2023-05-10,00:00:00,0,Wednesday,Moorgate,Cable/Connector,Clear,11,0,0,43,1363,4,0,5,Spring
2023-05-11,2023-05-11,00:00:00,0,Thursday,Waterloo,Power Supply,Clear,7,0,0,34,1681,4,0,5,Spring
2023-05-12,2023-05-12,00:00:00,0,Friday,Piccadilly Circus,Cable/Connector,Clear,17,0,0,82,2665,6,0,5,Spring
2023-05-13,2023-05-13,00:00:00,0,Saturday,Stratford,Interlocking,Rainy,12,0,1,29,519,3,1,5,Spring
2023-05-14,2023-05-14,00:00:00,0,Sunday,Old Street,Power Supply,Clear,10,0,1,77,3080,7,0,5,Spring
2023-05-16,2023-05-16,00:00:00,0,Tuesday,Stratford,Other,Clear,13,0,0,55,968,4,0,5,Spring
2023-05-17,2023-05-17,00:00:00,0,Wednesday,Paddington,Interlocking,Clear,10,0,0,42,1229,3,0,5,Spring
2023-05-18,2023-05-18,00:00:00,0,Thursday,Liverpool Street,Interlocking,Clear,7,0,0,43,1912,4,0,5,Spring
2023-05-21,2023-05-21,00:00:00,0,Sunday,Victoria,Track Circuit,Snowy,10,0,1,112,4164,10,1,5,Spring
2023-05-22,2023-05-22,00:00:00,0,Monday,Old Street,Other,Cloudy,8,0,0,64,2157,7,0,5,Spring
2023-05-23,2023-05-23,00:00:00,0,Tuesday,Angel,Track Circuit,Stormy,4,0,0,207,2980,16,1,5,Spring
2023-05-25,2023-05-25,00:00:00,0,Thursday,King's Cross,Software/Electronics,Rainy,9,0,0,26,840,4,1,5,Spring
2023-05-27,2023-05-27,00:00:00,0,Saturday,Southwark,Software/Electronics,Clear,12,0,1,65,2227,7,0,5,Spring
2023-05-28,2023-05-28,00:00:00,0,Sunday,Paddington,Other,Cloudy,4,0,1,87,2614,8,0,5,Spring
2023-05-29,2023-05-29,00:00:00,0,Monday,Vauxhall,Other,Clear,14,0,0,39,1833,3,0,5,Spring
2023-05-30,2023-05-30,00:00:00,0,Tuesday,Clapham Junction,Software/Electronics,Clear,9,0,0,50,553,4,0,5,Spring
2023-05-31,2023-05-31,00:00:00,0,Wednesday,King's Cross St Pancras,Software/Electronics,Clear,15,0,0,41,1646,5,0,5,Spring
2023-06-01,2023-06-01,00:00:00,0,Thursday,Clapham Junction,Track Circuit,Snowy,19,0,0,93,3422,9,1,6,Summer
2023-06-02,2023-06-02,00:00:00,0,Friday,Borough,Interlocking,Clear,22,0,0,53,1303,4,0,6,Summer
2023-06-03,2023-06-03,00:00:00,0,Saturday,Elephant & Castle,Power Supply,Cloudy,19,0,1,42,1589,4,0,6,Summer
2023-06-04,2023-06-04,00:00:00,0,Sunday,St Pancras,Software/Electronics,Cloudy,12,0,1,34,1195,5,0,6,Summer
2023-06-05,2023-06-05,00:00:00,0,Monday,Whitechapel,Track Circuit,Rainy,10,0,0,87,3210,7,1,6,Summer
2023-06-06,2023-06-06,00:00:00,0,Tuesday,Covent Garden,Cable/Connector,Cloudy,14,0,0,107,2500,9,0,6,Summer
2023-06-07,2023-06-07,00:00:00,0,Wednesday,Old Street,Other,Clear,17,0,0,89,1986,8,0,6,Summer
2023-06-08,2023-06-08,00:00:00,0,Thursday,Borough,Track Circuit,Foggy,9,0,0,88,3261,6,0,6,Summer
2023-06-09,2023-06-09,00:00:00,0,Friday,Farringdon,Cable/Connector,Clear,17,0,0,98,1930,7,0,6,Summer
2023-06-11,2023-06-11,00:00:00,0,Sunday,Piccadilly Circus,Cable/Connector,Cloudy,21,0,1,89,2561,7,0,6,Summer
2023-06-12,2023-06-12,00:00:00,0,Monday,Stratford,Software/Electronics,Clear,19,0,0,49,850,5,0,6,Summer
2023-06-13,2023-06-13,00:00:00,0,Tuesday,St Pancras,Track Circuit,Rainy,20,0,0,97,3349,9,1,6,Summer
2023-06-14,2023-06-14,00:00:00,0,Wednesday,Borough,Track Circuit,Snowy,19,0,0,103,1297,8,1,6,Summer
2023-06-15,2023-06-15,00:00:00,0,Thursday,Old Street,Software/Electronics,Cloudy,15,0,0,35,840,4,0,6,Summer
2023-06-16,2023-06-16,00:00:00,0,Friday,Old Street,Track Circuit,Rainy,20,0,0,159,6664,12,1,6,Summer
2023-06-17,2023-06-17,00:00:00,0,Saturday,Moorgate,Track Circuit,Snowy,18,0,1,28,1017,4,1,6,Summer
2023-06-18,2023-06-18,00:00:00,0,Sunday,Elephant & Castle,Interlocking,Rainy,18,0,1,52,822,4,1,6,Summer
2023-06-19,2023-06-19,00:00:00,0,Monday,Stratford,Software/Electronics,Rainy,16,0,0,53,1535,6,1,6,Summer
2023-06-20,2023-06-20,00:00:00,0,Tuesday,Paddington,Cable/Connector,Cloudy,19,0,0,45,1566,5,0,6,Summer
2023-06-21,2023-06-21,00:00:00,0,Wednesday,King's Cross,Software/Electronics,Cloudy,13,0,0,29,871,4,0,6,Summer
2023-06-22,2023-06-22,00:00:00,0,Thursday,Bank,Track Circuit,Foggy,18,0,0,23,758,3,0,6,Summer
2023-06-23,2023-06-23,00:00:00,0,Friday,Farringdon,Power Supply,Cloudy,23,0,0,21,528,2,0,6,Summer
2023-06-24,2023-06-24,00:00:00,0,Saturday,King's Cross St Pancras,Track Circuit,Clear,18,0,1,29,963,4,0,6,Summer
2023-06-25,2023-06-25,00:00:00,0,Sunday,Victoria,Software/Electronics,Cloudy,20,0,1,45,1679,5,0,6,Summer
2023-06-26,2023-06-26,00:00:00,0,Monday,Liverpool Street,Interlocking,Clear,16,0,0,59,2270,4,0,6,Summer
2023-06-28,2023-06-28,00:00:00,0,Wednesday,Baker Street,Track Circuit,Rainy,21,0,0,44,830,4,1,6,Summer
2023-06-29,2023-06-29,00:00:00,0,Thursday,Moorgate,Interlocking,Clear,20,0,0,33,724,3,0,6,Summer
2023-06-30,2023-06-30,00:00:00,0,Friday,Elephant & Castle,Interlocking,Foggy,17,0,0,62,3046,5,0,6,Summer
2023-07-01,2023-07-01,00:00:00,0,Saturday,Whitechapel,Power Supply,Cloudy,14,0,1,74,1732,6,0,7,Summer
2023-07-02,2023-07-02,00:00:00,0,Sunday,London Bridge,Track Circuit,Clear,18,0,1,54,919,4,0,7,Summer
2023-07-03,2023-07-03,00:00:00,0,Monday,Elephant & Castle,Other,Rainy,17,0,0,46,1721,4,1,7,Summer
2023-07-04,2023-07-04,00:00:00,0,Tuesday,Vauxhall,Power Supply,Clear,17,0,0,48,1218,6,0,7,Summer
2023-07-05,2023-07-05,00:00:00,0,Wednesday,London Bridge,Interlocking,Cloudy,14,0,0,32,938,3,0,7,Summer
2023-07-06,2023-07-06,00:00:00,0,Thursday,Vauxhall,Track Circuit,Foggy,14,0,0,75,2028,6,0,7,Summer
2023-07-07,2023-07-07,00:00:00,0,Friday,London Bridge,Cable/Connector,Clear,24,0,0,40,967,3,0,7,Summer
2023-07-08,2023-07-08,00:00:00,0,Saturday,Waterloo,Power Supply,Rainy,17,0,1,68,2637,6,1,7,Summer
2023-07-09,2023-07-09,00:00:00,0,Sunday,Victoria,Software/Electronics,Clear,22,0,1,20,440,4,0,7,Summer
2023-07-10,2023-07-10,00:00:00,0,Monday,Euston,Track Circuit,Foggy,13,0,0,37,1600,4,0,7,Summer
2023-07-11,2023-07-11,00:00:00,0,Tuesday,Paddington,Track Circuit,Cloudy,16,0,0,86,1515,6,0,7,Summer
2023-07-13,2023-07-13,00:00:00,0,Thursday,King's Cross,Track Circuit,Foggy,20,0,0,86,1285,7,0,7,Summer
2023-07-14,2023-07-14,00:00:00,0,Friday,Bank,Interlocking,Cloudy,10,0,0,67,1544,7,0,7,Summer
2023-07-16,2023-07-16,00:00:00,0,Sunday,Paddington,Track Circuit,Cloudy,19,0,1,63,2915,7,0,7,Summer
2023-07-17,2023-07-17,00:00:00,0,Monday,Bank,Software/Electronics,Cloudy,15,0,0,23,956,3,0,7,Summer
2023-07-18,2023-07-18,00:00:00,0,Tuesday,Covent Garden,Track Circuit,Clear,19,0,0,80,2929,6,0,7,Summer
2023-07-19,2023-07-19,00:00:00,0,Wednesday,Liverpool Street,Track Circuit,Cloudy,14,0,0,24,1040,2,0,7,Summer
2023-07-20,2023-07-20,00:00:00,0,Thursday,Baker Street,Interlocking,Clear,13,0,0,69,926,5,0,7,Summer
2023-07-21,2023-07-21,00:00:00,0,Friday,Paddington,Track Circuit,Foggy,20,0,0,92,3034,9,0,7,Summer
2023-07-22,2023-07-22,00:00:00,0,Saturday,Angel,Track Circuit,Clear,19,0,1,68,3064,7,0,7,Summer
2023-07-23,2023-07-23,00:00:00,0,Sunday,Moorgate,Track Circuit,Cloudy,22,0,1,56,1624,5,0,7,Summer
2023-07-24,2023-07-24,00:00:00,0,Monday,Victoria,Power Supply,Stormy,13,0,0,64,1577,6,1,7,Summer
2023-07-25,2023-07-25,00:00:00,0,Tuesday,Whitechapel,Interlocking,Snowy,16,0,0,54,1884,5,1,7,Summer
2023-07-27,2023-07-27,00:00:00,0,Thursday,Victoria,Software/Electronics,Cloudy,15,0,0,21,336,2,0,7,Summer
2023-07-28,2023-07-28,00:00:00,0,Friday,Whitechapel,Software/Electronics,Cloudy,14,0,0,60,990,6,0,7,Summer
2023-07-29,2023-07-29,00:00:00,0,Saturday,Euston,Software/Electronics,Snowy,15,0,1,74,2580,7,1,7,Summer
2023-07-30,2023-07-30,00:00:00,0,Sunday,Borough,Cable/Connector,Rainy,17,0,1,28,1385,2,1,7,Summer
2023-07-31,2023-07-31,00:00:00,0,Monday,Victoria,Interlocking,Clear,18,0,0,95,4738,8,0,7,Summer
2023-08-02,2023-08-02,00:00:00,0,Wednesday,Covent Garden,Interlocking,Cloudy,17,0,0,31,769,5,0,8,Summer
2023-08-03,2023-08-03,00:00:00,0,Thursday,Waterloo,Cable/Connector,Cloudy,20,0,0,59,2830,6,0,8,Summer
2023-08-04,2023-08-04,00:00:00,0,Friday,Moorgate,Software/Electronics,Foggy,18,0,0,40,1108,5,0,8,Summer
2023-08-05,2023-08-05,00:00:00,0,Saturday,Whitechapel,Interlocking,Foggy,16,0,1,36,1500,5,0,8,Summer
2023-08-06,2023-08-06,00:00:00,0,Sunday,Paddington,Other,Clear,18,0,1,67,1976,6,0,8,Summer
2023-08-07,2023-08-07,00:00:00,0,Monday,Elephant & Castle,Interlocking,Foggy,21,0,0,29,1029,2,0,8,Summer
2023-08-08,2023-08-08,00:00:00,0,Tuesday,Covent Garden,Power Supply,Rainy,14,0,0,57,2258,5,1,8,Summer
2023-08-09,2023-08-09,00:00:00,0,Wednesday,Whitechapel,Cable/Connector,Cloudy,19,0,0,64,2899,7,0,8,Summer
2023-08-10,2023-08-10,00:00:00,0,Thursday,Elephant & Castle,Track Circuit,Rainy,14,0,0,79,1899,6,1,8,Summer
2023-08-11,2023-08-11,00:00:00,0,Friday,St Pancras,Track Circuit,Cloudy,16,0,0,61,2212,7,0,8,Summer
2023-08-12,2023-08-12,00:00:00,0,Saturday,Liverpool Street,Track Circuit,Foggy,19,0,1,67,1228,7,0,8,Summer
2023-08-13,2023-08-13,00:00:00,0,Sunday,London Bridge,Software/Electronics,Clear,16,0,1,56,721,4,0,8,Summer
2023-08-14,2023-08-14,00:00:00,0,Monday,Moorgate,Other,Clear,22,0,0,20,887,4,0,8,Summer
2023-08-15,2023-08-15,00:00:00,0,Tuesday,Moorgate,Cable/Connector,Foggy,19,0,0,71,2868,7,0,8,Summer
2023-08-16,2023-08-16,00:00:00,0,Wednesday,Farringdon,Track Circuit,Clear,20,0,0,47,1647,4,0,8,Summer
2023-08-17,2023-08-17,00:00:00,0,Thursday,Vauxhall,Power Supply,Cloudy,25,0,0,52,2451,5,0,8,Summer
2023-08-18,2023-08-18,00:00:00,0,Friday,King's Cross,Software/Electronics,Clear,17,0,0,48,2160,6,0,8,Summer
2023-08-20,2023-08-20,00:00:00,0,Sunday,Vauxhall,Cable/Connector,Cloudy,22,0,1,48,1537,5,0,8,Summer
2023-08-21,2023-08-21,00:00:00,0,Monday,Baker Street,Interlocking,Clear,14,0,0,23,234,4,0,8,Summer
2023-08-22,2023-08-22,00:00:00,0,Tuesday,Waterloo,Cable/Connector,Clear,20,0,0,50,1575,5,0,8,Summer
2023-08-24,2023-08-24,00:00:00,0,Thursday,Liverpool Street,Software/Electronics,Rainy,14,0,0,68,894,6,1,8,Summer
2023-08-25,2023-08-25,00:00:00,0,Friday,Whitechapel,Cable/Connector,Cloudy,13,0,0,36,648,5,0,8,Summer
2023-08-26,2023-08-26,00:00:00,0,Saturday,St Pancras,Interlocking,Cloudy,20,0,1,110,2198,10,0,8,Summer
2023-08-27,2023-08-27,00:00:00,0,Sunday,Victoria,Interlocking,Clear,14,0,1,20,679,4,0,8,Summer
2023-08-28,2023-08-28,00:00:00,0,Monday,Angel,Cable/Connector,Clear,15,0,0,35,1186,4,0,8,Summer
2023-08-29,2023-08-29,00:00:00,0,Tuesday,Paddington,Power Supply,Cloudy,22,0,0,53,1208,4,0,8,Summer
2023-08-30,2023-08-30,00:00:00,0,Wednesday,London Bridge,Software/Electronics,Rainy,14,0,0,36,1445,5,1,8,Summer
2023-09-01,2023-09-01,00:00:00,0,Friday,Southwark,Interlocking,Clear,18,0,0,51,2117,6,0,9,Autumn
2023-09-02,2023-09-02,00:00:00,0,Saturday,Clapham Junction,Power Supply,Clear,13,0,1,76,1193,8,0,9,Autumn
2023-09-03,2023-09-03,00:00:00,0,Sunday,Borough,Track Circuit,Cloudy,6,0,1,87,3020,8,0,9,Autumn
2023-09-04,2023-09-04,00:00:00,0,Monday,Bank,Track Circuit,Rainy,13,0,0,62,2434,7,1,9,Autumn
2023-09-05,2023-09-05,00:00:00,0,Tuesday,Clapham Junction,Software/Electronics,Clear,13,0,0,34,341,3,0,9,Autumn
2023-09-06,2023-09-06,00:00:00,0,Wednesday,Liverpool Street,Track Circuit,Clear,12,0,0,51,1615,6,0,9,Autumn
2023-09-09,2023-09-09,00:00:00,0,Saturday,Old Street,Software/Electronics,Foggy,9,0,1,54,2358,5,0,9,Autumn
2023-09-10,2023-09-10,00:00:00,0,Sunday,King's Cross,Track Circuit,Clear,15,0,1,91,1022,8,0,9,Autumn
2023-09-12,2023-09-12,00:00:00,0,Tuesday,Stratford,Interlocking,Cloudy,4,0,0,42,1446,3,0,9,Autumn
2023-09-13,2023-09-13,00:00:00,0,Wednesday,Stratford,Interlocking,Foggy,10,0,0,58,2246,4,0,9,Autumn
2023-09-14,2023-09-14,00:00:00,0,Thursday,Southwark,Other,Cloudy,7,0,0,81,1891,7,0,9,Autumn
2023-09-15,2023-09-15,00:00:00,0,Friday,Moorgate,Interlocking,Snowy,9,0,0,62,2924,6,1,9,Autumn
2023-09-16,2023-09-16,00:00:00,0,Saturday,Farringdon,Interlocking,Clear,12,0,1,49,776,5,0,9,Autumn
2023-09-18,2023-09-18,00:00:00,0,Monday,Baker Street,Power Supply,Clear,17,0,0,40,892,3,0,9,Autumn
2023-09-19,2023-09-19,00:00:00,0,Tuesday,Old Street,Track Circuit,Cloudy,13,0,0,100,1823,9,0,9,Autumn
2023-09-20,2023-09-20,00:00:00,0,Wednesday,Stratford,Power Supply,Clear,10,0,0,32,818,4,0,9,Autumn
2023-09-21,2023-09-21,00:00:00,0,Thursday,London Bridge,Track Circuit,Clear,5,0,0,97,1642,7,0,9,Autumn
2023-09-22,2023-09-22,00:00:00,0,Friday,Euston,Software/Electronics,Cloudy,5,0,0,27,233,3,0,9,Autumn
2023-09-23,2023-09-23,00:00:00,0,Saturday,Baker Street,Power Supply,Clear,6,0,1,29,1370,2,0,9,Autumn
2023-09-26,2023-09-26,00:00:00,0,Tuesday,London Bridge,Power Supply,Rainy,14,0,0,26,271,3,1,9,Autumn
2023-09-27,2023-09-27,00:00:00,0,Wednesday,Vauxhall,Software/Electronics,Clear,8,0,0,20,286,4,0,9,Autumn
2023-09-29,2023-09-29,00:00:00,0,Friday,Borough,Other,Clear,12,0,0,20,339,3,0,9,Autumn
2023-09-30,2023-09-30,00:00:00,0,Saturday,Southwark,Interlocking,Stormy,12,0,1,30,995,3,1,9,Autumn
2023-10-01,2023-10-01,00:00:00,0,Sunday,Bank,Interlocking,Clear,9,0,1,20,425,4,0,10,Autumn
2023-10-02,2023-10-02,00:00:00,0,Monday,Bank,Interlocking,Rainy,20,0,0,84,3798,7,1,10,Autumn
2023-10-03,2023-10-03,00:00:00,0,Tuesday,Moorgate,Other,Cloudy,12,0,0,54,1304,5,0,10,Autumn
2023-10-04,2023-10-04,00:00:00,0,Wednesday,Liverpool Street,Power Supply,Cloudy,8,0,0,44,1215,5,0,10,Autumn
2023-10-05,2023-10-05,00:00:00,0,Thursday,Elephant & Castle,Track Circuit,Rainy,18,0,0,109,2259,8,1,10,Autumn
2023-10-06,2023-10-06,00:00:00,0,Friday,Elephant & Castle,Interlocking,Clear,7,0,0,41,902,5,0,10,Autumn
2023-10-07,2023-10-07,00:00:00,0,Saturday,Clapham Junction,Cable/Connector,Rainy,13,0,1,57,2197,6,1,10,Autumn
2023-10-09,2023-10-09,00:00:00,0,Monday,Piccadilly Circus,Power Supply,Clear,9,0,0,42,560,4,0,10,Autumn
2023-10-10,2023-10-10,00:00:00,0,Tuesday,Victoria,Power Supply,Clear,11,0,0,51,2204,4,0,10,Autumn
2023-10-11,2023-10-11,00:00:00,0,Wednesday,Southwark,Track Circuit,Rainy,11,0,0,76,2886,8,1,10,Autumn
2023-10-12,2023-10-12,00:00:00,0,Thursday,Piccadilly Circus,Software/Electronics,Foggy,10,0,0,23,1121,3,0,10,Autumn
2023-10-13,2023-10-13,00:00:00,0,Friday,Borough,Software/Electronics,Clear,17,0,0,61,2972,7,0,10,Autumn
2023-10-14,2023-10-14,00:00:00,0,Saturday,King's Cross St Pancras,Power Supply,Rainy,7,0,1,66,715,6,1,10,Autumn
2023-10-15,2023-10-15,00:00:00,0,Sunday,Clapham Junction,Track Circuit,Foggy,11,0,1,65,2046,7,0,10,Autumn
2023-10-16,2023-10-16,00:00:00,0,Monday,Borough,Track Circuit,Clear,9,0,0,57,1745,5,0,10,Autumn
2023-10-17,2023-10-17,00:00:00,0,Tuesday,Borough,Power Supply,Cloudy,7,0,0,21,651,2,0,10,Autumn
2023-10-18,2023-10-18,00:00:00,0,Wednesday,Angel,Software/Electronics,Rainy,14,0,0,46,2249,5,1,10,Autumn
2023-10-19,2023-10-19,00:00:00,0,Thursday,Covent Garden,Power Supply,Rainy,18,0,0,55,1090,5,1,10,Autumn
2023-10-20,2023-10-20,00:00:00,0,Friday,Baker Street,Software/Electronics,Cloudy,9,0,0,45,595,6,0,10,Autumn
2023-10-21,2023-10-21,00:00:00,0,Saturday,King's Cross,Track Circuit,Clear,14,0,1,69,1227,5,0,10,Autumn
2023-10-23,2023-10-23,00:00:00,0,Monday,St Pancras,Software/Electronics,Cloudy,15,0,0,40,827,5,0,10,Autumn
2023-10-24,2023-10-24,00:00:00,0,Tuesday,Vauxhall,Interlocking,Cloudy,12,0,0,60,2639,6,0,10,Autumn
2023-10-25,2023-10-25,00:00:00,0,Wednesday,Moorgate,Interlocking,Cloudy,17,0,0,58,1670,6,0,10,Autumn
2023-10-26,2023-10-26,00:00:00,0,Thursday,St Pancras,Track Circuit,Cloudy,9,0,0,61,1344,5,0,10,Autumn
2023-10-27,2023-10-27,00:00:00,0,Friday,Waterloo,Software/Electronics,Clear,11,0,0,46,1429,4,0,10,Autumn
2023-10-28,2023-10-28,00:00:00,0,Saturday,Covent Garden,Track Circuit,Clear,7,0,1,76,3610,8,0,10,Autumn
2023-10-30,2023-10-30,00:00:00,0,Monday,Borough,Power Supply,Clear,7,0,0,20,943,2,0,10,Autumn
2023-11-01,2023-11-01,00:00:00,0,Wednesday,Paddington,Interlocking,Cloudy,6,0,0,21,909,2,0,11,Autumn
2023-11-02,2023-11-02,00:00:00,0,Thursday,Whitechapel,Cable/Connector,Rainy,9,0,0,84,2899,8,1,11,Autumn
2023-11-03,2023-11-03,00:00:00,0,Friday,London Bridge,Power Supply,Clear,8,0,0,21,607,3,0,11,Autumn
2023-11-04,2023-11-04,00:00:00,0,Saturday,Vauxhall,Cable/Connector,Clear,16,0,1,38,1882,5,0,11,Autumn
2023-11-05,2023-11-05,00:00:00,0,Sunday,King's Cross,Cable/Connector,Rainy,12,0,1,70,3454,7,1,11,Autumn
2023-11-06,2023-11-06,00:00:00,0,Monday,Paddington,Interlocking,Cloudy,8,0,0,58,960,6,0,11,Autumn
2023-11-07,2023-11-07,00:00:00,0,Tuesday,Borough,Interlocking,Cloudy,13,0,0,63,1033,6,0,11,Autumn
2023-11-08,2023-11-08,00:00:00,0,Wednesday,London Bridge,Software/Electronics,Cloudy,13,0,0,31,1122,4,0,11,Autumn
2023-11-09,2023-11-09,00:00:00,0,Thursday,Old Street,Power Supply,Cloudy,10,0,0,35,1605,3,0,11,Autumn
2023-11-10,2023-11-10,00:00:00,0,Friday,Holborn,Track Circuit,Clear,7,0,0,33,501,3,0,11,Autumn
2023-11-11,2023-11-11,00:00:00,0,Saturday,Moorgate,Power Supply,Stormy,9,0,1,103,889,8,1,11,Autumn
2023-11-13,2023-11-13,00:00:00,0,Monday,Vauxhall,Power Supply,Cloudy,14,0,0,25,782,3,0,11,Autumn
2023-11-14,2023-11-14,00:00:00,0,Tuesday,Euston,Interlocking,Foggy,20,0,0,66,774,6,0,11,Autumn
2023-11-15,2023-11-15,00:00:00,0,Wednesday,Whitechapel,Power Supply,Cloudy,14,0,0,38,858,3,0,11,Autumn
2023-11-16,2023-11-16,00:00:00,0,Thursday,Waterloo,Power Supply,Clear,11,0,0,57,1453,6,0,11,Autumn
2023-11-17,2023-11-17,00:00:00,0,Friday,Clapham Junction,Software/Electronics,Snowy,17,0,0,60,2718,6,1,11,Autumn
2023-11-18,2023-11-18,00:00:00,0,Saturday,Moorgate,Track Circuit,Cloudy,15,0,1,126,6222,10,0,11,Autumn
2023-11-19,2023-11-19,00:00:00,0,Sunday,Farringdon,Software/Electronics,Foggy,16,0,1,55,2151,4,0,11,Autumn
2023-11-20,2023-11-20,00:00:00,0,Monday,Baker Street,Software/Electronics,Rainy,16,0,0,44,1262,4,1,11,Autumn
2023-11-21,2023-11-21,00:00:00,0,Tuesday,King's Cross St Pancras,Interlocking,Clear,11,0,0,24,416,3,0,11,Autumn
2023-11-22,2023-11-22,00:00:00,0,Wednesday,Stratford,Power Supply,Clear,9,0,0,22,1001,4,0,11,Autumn
2023-11-23,2023-11-23,00:00:00,0,Thursday,Piccadilly Circus,Software/Electronics,Rainy,12,0,0,52,503,6,1,11,Autumn
2023-11-24,2023-11-24,00:00:00,0,Friday,Bank,Interlocking,Rainy,14,0,0,26,1028,2,1,11,Autumn
2023-11-26,2023-11-26,00:00:00,0,Sunday,Victoria,Track Circuit,Rainy,15,0,1,137,2609,10,1,11,Autumn
2023-11-27,2023-11-27,00:00:00,0,Monday,Liverpool Street,Interlocking,Rainy,15,0,0,100,2328,8,1,11,Autumn
2023-11-28,2023-11-28,00:00:00,0,Tuesday,Clapham Junction,Power Supply,Cloudy,18,0,0,47,1923,6,0,11,Autumn
2023-11-29,2023-11-29,00:00:00,0,Wednesday,Borough,Software/Electronics,Cloudy,15,0,0,47,1569,4,0,11,Autumn
2023-11-30,2023-11-30,00:00:00,0,Thursday,St Pancras,Interlocking,Clear,18,0,0,71,1280,6,0,11,Autumn
2023-12-01,2023-12-01,00:00:00,0,Friday,St Pancras,Power Supply,Clear,3,0,0,20,496,3,0,12,Winter
2023-12-02,2023-12-02,00:00:00,0,Saturday,King's Cross St Pancras,Power Supply,Rainy,8,0,1,55,1826,4,1,12,Winter
2023-12-03,2023-12-03,00:00:00,0,Sunday,Farringdon,Software/Electronics,Clear,2,0,1,59,1096,6,0,12,Winter
2023-12-04,2023-12-04,00:00:00,0,Monday,Piccadilly Circus,Track Circuit,Clear,0,0,0,48,919,5,0,12,Winter
2023-12-05,2023-12-05,00:00:00,0,Tuesday,Clapham Junction,Interlocking,Clear,3,0,0,50,2452,6,0,12,Winter
